,ANOING,SEMING,INGRESSO,INGRESSODESC,COTA,GRANDEAREA,GRANDEAREATEXTO,ETNIA,SEXO,CAMPUS,TURNO,NOMECURSO,SITUACAO,MOTIVOSAIDA,DEFICIENCIA,POSSUIDEFICIENCIA,CAMPUSSIGLA
74141,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ARQUITETURA E URBANISMO - 33A,ATIVO,A Especificar,Não Informada,Não,JF
74142,2025,2,SISU,SISU - GRUPO C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ARQUITETURA E URBANISMO - 33A,ATIVO,A Especificar,Não Informada,Não,JF
74143,2025,2,SISU,SISU - GRUPO A,Grupo A,LLA,"LINGÜÍSTICA, LETRAS E ARTES",PRETA,Feminino,JUIZ DE FORA,INTEGRAL,ARQUITETURA E URBANISMO - 33A,ATIVO,A Especificar,Não Informada,Não,JF
74144,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ARQUITETURA E URBANISMO - 33A,ATIVO,A Especificar,Não Informada,Não,JF
74145,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ARQUITETURA E URBANISMO - 33A,ATIVO,A Especificar,Não Informada,Não,JF
74146,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,FARMÁCIA - 07A,ATIVO,A Especificar,Não Informada,Não,JF
74150,2026,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,ECC,ENGENHARIAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,ENGENHARIA ELÉTRICA -  TELECOMUNICAÇÕES - 65L,ATIVO,A Especificar,Não Informada,Não,JF
74153,2026,1,VAGA OCIOSA,Transferência,Vaga Ociosa,CSA,CIÊNCIAS SOCIAIS APLICADAS,PARDA,Feminino,JUIZ DE FORA,MATUTINO,SERVIÇO SOCIAL - 19A,ATIVO,A Especificar,Não Informada,Não,JF
74154,2026,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,CSA,CIÊNCIAS SOCIAIS APLICADAS,PRETA,Feminino,JUIZ DE FORA,MATUTINO,SERVIÇO SOCIAL - 19A,ATIVO,A Especificar,Não Informada,Não,JF
74155,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,CS,CIÊNCIAS DA SAÚDE,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,NUTRIÇÃO - 64A,ATIVO,A Especificar,Não Informada,Não,JF
74156,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,NUTRIÇÃO - 64A,ATIVO,A Especificar,Não Informada,Não,JF
74157,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,NUTRIÇÃO - 64A,ATIVO,A Especificar,Não Informada,Não,JF
74158,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,NUTRIÇÃO - 64A,ATIVO,A Especificar,Não Informada,Não,JF
74159,2025,2,SISU,SISU - GRUPO C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,NOTURNO,LETRAS - 29LPO,ATIVO,A Especificar,Não Informada,Não,JF
74162,2025,2,SISU,SISU - GRUPO B,Grupo B,CS,CIÊNCIAS DA SAÚDE,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,NUTRIÇÃO - 64A,ATIVO,A Especificar,Não Informada,Não,JF
74164,2025,2,SISU,SISU - GRUPO E,Grupo E,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,NUTRIÇÃO - 64A,ATIVO,A Especificar,Não Informada,Não,JF
74165,2025,2,SISU,SISU - GRUPO C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,NUTRIÇÃO - 64A,ATIVO,A Especificar,Não Informada,Não,JF
74166,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,NUTRIÇÃO - 64A,ATIVO,A Especificar,Não Informada,Não,JF
74167,2025,2,SISU,SISU - GRUPO C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,NUTRIÇÃO - 64A,ATIVO,A Especificar,Não Informada,Não,JF
74172,2025,2,SISU,SISU - GRUPO C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,DIREITO - 04A,ATIVO,A Especificar,Não Informada,Não,JF
74173,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,DIREITO - 04A,ATIVO,A Especificar,Não Informada,Não,JF
74175,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,FISIOTERAPIA - 20A,ATIVO,A Especificar,Não Informada,Não,JF
74176,2025,2,SISU,SISU - GRUPO C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,FISIOTERAPIA - 20A,ATIVO,A Especificar,Não Informada,Não,JF
74178,2025,1,VAGA OCIOSA,Transferência,Vaga Ociosa,CS,CIÊNCIAS DA SAÚDE,Não declarada,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,A Especificar,Não Informada,Não,JF
74180,2026,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,CH,CIÊNCIAS HUMANAS,PARDA,Feminino,JUIZ DE FORA,NOTURNO,GEOGRAFIA - 27L,ATIVO,A Especificar,Não Informada,Não,JF
74181,2026,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,CH,CIÊNCIAS HUMANAS,PRETA,Feminino,JUIZ DE FORA,NOTURNO,GEOGRAFIA - 27L,ATIVO,A Especificar,Não Informada,Não,JF
74182,2026,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,GEOGRAFIA - 27L,ATIVO,A Especificar,Não Informada,Não,JF
74184,2026,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,GEOGRAFIA - 27L,ATIVO,A Especificar,Não Informada,Não,JF
74187,2026,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,CH,CIÊNCIAS HUMANAS,PARDA,Feminino,JUIZ DE FORA,NOTURNO,ABI - HISTÓRIA - 28ABI,ATIVO,A Especificar,Não Informada,Não,JF
74188,2026,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,CET,CIÊNCIAS EXATAS E DA TERRA,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,MATEMÁTICA - 82A,ATIVO,A Especificar,Não Informada,Não,JF
74190,2025,2,SISU,SISU - GRUPO A VG Edital,Grupo A,CSA,CIÊNCIAS SOCIAIS APLICADAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,JORNALISMO - 84A,ATIVO,A Especificar,Não Informada,Não,JF
74192,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,JORNALISMO - 84A,ATIVO,A Especificar,Não Informada,Não,JF
74193,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,JORNALISMO - 84A,ATIVO,A Especificar,Não Informada,Não,JF
74194,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,JORNALISMO - 84A,ATIVO,A Especificar,Não Informada,Não,JF
74195,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,JORNALISMO - 84A,ATIVO,A Especificar,Não Informada,Não,JF
74196,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,JORNALISMO - 84A,ATIVO,A Especificar,Não Informada,Não,JF
74198,2025,2,SISU,SISU - GRUPO C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,DIREITO - 34A,ATIVO,A Especificar,Não Informada,Não,JF
74202,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CS,CIÊNCIAS DA SAÚDE,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,A Especificar,Não Informada,Não,JF
74203,2025,2,SISU,SISU - GRUPO C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,A Especificar,Não Informada,Não,JF
74204,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,A Especificar,Não Informada,Não,JF
74205,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,A Especificar,Não Informada,Não,JF
74206,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CS,CIÊNCIAS DA SAÚDE,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,A Especificar,Não Informada,Não,JF
74207,2025,2,SISU,SISU - GRUPO C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,A Especificar,Não Informada,Não,JF
74208,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,A Especificar,Não Informada,Não,JF
74215,2025,2,SISU,SISU - GRUPO C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,DIREITO - 34A,ATIVO,A Especificar,Não Informada,Não,JF
74216,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo B,Grupo B,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,DIREITO - 34A,ATIVO,A Especificar,Não Informada,Não,JF
74217,2025,2,SISU,SISU - GRUPO C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,DIREITO - 34A,ATIVO,A Especificar,Não Informada,Não,JF
74218,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo B,Grupo B,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,DIREITO - 34A,ATIVO,A Especificar,Não Informada,Não,JF
74219,2025,2,SISU,SISU - GRUPO D,Grupo D,CB,CIÊNCIAS BIOLÓGICAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,ABI - CIÊNCIAS BIOLÓGICAS - 01ABI,ATIVO,A Especificar,Não Informada,Não,JF
74220,2025,2,SISU,SISU - GRUPO D,Grupo D,CB,CIÊNCIAS BIOLÓGICAS,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,ABI - CIÊNCIAS BIOLÓGICAS - 01ABI,ATIVO,A Especificar,Não Informada,Não,JF
74221,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CB,CIÊNCIAS BIOLÓGICAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,ABI - CIÊNCIAS BIOLÓGICAS - 01ABI,ATIVO,A Especificar,Não Informada,Não,JF
74223,2025,2,SISU,SISU - GRUPO C,Grupo C,ECC,ENGENHARIAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENGENHARIA CIVIL - 24A,ATIVO,A Especificar,Não Informada,Não,JF
74225,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ARQUITETURA E URBANISMO - 33A,ATIVO,A Especificar,Não Informada,Não,JF
74226,2025,2,SISU,SISU - GRUPO B,Grupo B,ECC,ENGENHARIAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENGENHARIA CIVIL - 24A,ATIVO,A Especificar,Não Informada,Não,JF
74237,2025,2,SISU,SISU - GRUPO J,Grupo J,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ABI - EDUCAÇÃO FÍSICA - 21ABI,ATIVO,A Especificar,Visual,Sim,JF
74238,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ABI - EDUCAÇÃO FÍSICA - 21ABI,ATIVO,A Especificar,Não Informada,Não,JF
74242,2026,1,VAGA OCIOSA,Transferência,Vaga Ociosa,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,NUTRIÇÃO - 64A,ATIVO,A Especificar,Não Informada,Não,JF
74243,2026,1,VAGA OCIOSA,Transferência,Vaga Ociosa,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,NUTRIÇÃO - 64A,ATIVO,A Especificar,Não Informada,Não,JF
74244,2026,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,NUTRIÇÃO - 64A,ATIVO,A Especificar,Não Informada,Não,JF
74245,2026,1,VAGA OCIOSA,Transferência,Vaga Ociosa,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,NUTRIÇÃO - 64A,ATIVO,A Especificar,Não Informada,Não,JF
74246,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,FARMÁCIA - 07A,ATIVO,A Especificar,Não Informada,Não,JF
74247,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,FARMÁCIA - 07A,ATIVO,A Especificar,Não Informada,Não,JF
74249,2025,2,SISU,SISU - GRUPO A,Grupo A,CS,CIÊNCIAS DA SAÚDE,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,FARMÁCIA - 07A,ATIVO,A Especificar,Não Informada,Não,JF
74250,2025,2,SISU,SISU - GRUPO B,Grupo B,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,FARMÁCIA - 07A,ATIVO,A Especificar,Não Informada,Não,JF
74251,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,FARMÁCIA - 07A,ATIVO,A Especificar,Não Informada,Não,JF
74252,2026,1,VAGA OCIOSA,Transferência,Vaga Ociosa,ECC,ENGENHARIAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENGENHARIA AMBIENTAL E SANITÁRIA - 67A,ATIVO,A Especificar,Não Informada,Não,JF
74253,2026,1,VAGA OCIOSA,Transferência,Vaga Ociosa,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,ADMINISTRAÇÃO - 46A,ATIVO,A Especificar,Não Informada,Não,JF
74266,2025,2,SISU,SISU - GRUPO D,Grupo D,CSA,CIÊNCIAS SOCIAIS APLICADAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,DIREITO - 04A,ATIVO,A Especificar,Não Informada,Não,JF
74267,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo B,Grupo B,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,DIREITO - 04A,ATIVO,A Especificar,Não Informada,Não,JF
74268,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,DIREITO - 04A,ATIVO,A Especificar,Não Informada,Não,JF
74273,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,MEDICINA VETERINÁRIA - 87A,ATIVO,A Especificar,Não Informada,Não,JF
74274,2026,1,VAGA OCIOSA,Transferência,Vaga Ociosa,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,SERVIÇO SOCIAL - 68A,ATIVO,A Especificar,Não Informada,Não,JF
74275,2025,2,SISU,SISU - GRUPO E,Grupo E,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,TURISMO - 93A,ATIVO,A Especificar,Não Informada,Não,JF
74276,2025,2,SISU,SISU - GRUPO C,Grupo C,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,TURISMO - 93A,ATIVO,A Especificar,Não Informada,Não,JF
74277,2025,2,SISU,SISU - GRUPO B,Grupo B,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,TURISMO - 93A,ATIVO,A Especificar,Não Informada,Não,JF
74278,2025,2,SISU,SISU - GRUPO C,Grupo C,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,TURISMO - 93A,ATIVO,A Especificar,Não Informada,Não,JF
74279,2025,2,SISU,SISU - GRUPO D,Grupo D,CH,CIÊNCIAS HUMANAS,PARDA,Feminino,JUIZ DE FORA,NOTURNO,TURISMO - 93A,ATIVO,A Especificar,Não Informada,Não,JF
74284,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,MEDICINA VETERINÁRIA - 87A,ATIVO,A Especificar,Não Informada,Não,JF
74285,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ARQUITETURA E URBANISMO - 33A,ATIVO,A Especificar,Não Informada,Não,JF
74288,2025,2,SISU,SISU - GRUPO D,Grupo D,CS,CIÊNCIAS DA SAÚDE,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,ODONTOLOGIA - 16A,ATIVO,A Especificar,Não Informada,Não,JF
74289,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ODONTOLOGIA - 16A,ATIVO,A Especificar,Não Informada,Não,JF
74290,2025,2,SISU,SISU - GRUPO B,Grupo B,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,JORNALISMO - 84A,ATIVO,A Especificar,Não Informada,Não,JF
74291,2025,2,SISU,SISU - GRUPO C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",PRETA,Feminino,JUIZ DE FORA,NOTURNO,LETRAS - 29LPO,ATIVO,A Especificar,Não Informada,Não,JF
74292,2025,2,SISU,SISU - GRUPO C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,NOTURNO,LETRAS - 29LPO,ATIVO,A Especificar,Não Informada,Não,JF
74296,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,CSA,CIÊNCIAS SOCIAIS APLICADAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,JORNALISMO - 84A,ATIVO,A Especificar,Não Informada,Não,JF
74297,2025,2,PISM,Programa de Ingresso Seletivo Misto C VG Edital,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,JORNALISMO - 84A,ATIVO,A Especificar,Não Informada,Não,JF
74299,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CB,CIÊNCIAS BIOLÓGICAS,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,ABI - CIÊNCIAS BIOLÓGICAS - 01ABI,ATIVO,A Especificar,Não Informada,Não,JF
74300,2025,2,SISU,SISU - GRUPO A,Grupo A,CS,CIÊNCIAS DA SAÚDE,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,A Especificar,Não Informada,Não,JF
74303,2025,2,SISU,SISU - GRUPO A,Grupo A,LLA,"LINGÜÍSTICA, LETRAS E ARTES",PRETA,Feminino,JUIZ DE FORA,NOTURNO,LETRAS - LIBRAS - 88A,ATIVO,A Especificar,Auditiva,Sim,JF
74307,2025,2,SISU,SISU - GRUPO C,Grupo C,ECC,ENGENHARIAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENGENHARIA MECÂNICA - 65M,ATIVO,A Especificar,Não Informada,Não,JF
74312,2025,2,SISU,SISU - GRUPO C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,DIREITO - 04A,ATIVO,A Especificar,Não Informada,Não,JF
74313,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,DIREITO - 04A,ATIVO,A Especificar,Não Informada,Não,JF
74314,2025,2,SISU,SISU - GRUPO C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,DIREITO - 04A,ATIVO,A Especificar,Não Informada,Não,JF
74315,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo B,Grupo B,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,DIREITO - 04A,ATIVO,A Especificar,Não Informada,Não,JF
74316,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,DIREITO - 04A,ATIVO,A Especificar,Não Informada,Não,JF
74318,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo B,Grupo B,CSA,CIÊNCIAS SOCIAIS APLICADAS,OUTRA,Feminino,JUIZ DE FORA,INTEGRAL,DIREITO - 04A,ATIVO,A Especificar,Não Informada,Não,JF
74324,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,DIREITO - 34A,ATIVO,A Especificar,Não Informada,Não,JF
74325,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo A,Grupo A,CSA,CIÊNCIAS SOCIAIS APLICADAS,PRETA,Feminino,JUIZ DE FORA,NOTURNO,DIREITO - 34A,ATIVO,A Especificar,Não Informada,Não,JF
74327,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,ECC,ENGENHARIAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,CIÊNCIA DA COMPUTAÇÃO - 35A,ATIVO,A Especificar,Não Informada,Não,JF
74329,2025,2,SISU,SISU - GRUPO D,Grupo D,CS,CIÊNCIAS DA SAÚDE,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,FARMÁCIA - 07A,ATIVO,A Especificar,Não Informada,Não,JF
74331,2025,2,SISU,SISU - GRUPO C,Grupo C,CS,CIÊNCIAS DA SAÚDE,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,FARMÁCIA - 07A,ATIVO,A Especificar,Não Informada,Não,JF
74332,2025,2,SISU,SISU - GRUPO A,Grupo A,CS,CIÊNCIAS DA SAÚDE,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,FARMÁCIA - 07A,ATIVO,A Especificar,Não Informada,Não,JF
74333,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,A Especificar,Não Informada,Não,JF
74334,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,A Especificar,Não Informada,Não,JF
74336,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,MEDICINA VETERINÁRIA - 87A,ATIVO,A Especificar,Não Informada,Não,JF
74338,2025,2,VAGA OCIOSA,Transferência,Vaga Ociosa,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,FISIOTERAPIA - 20A,ATIVO,A Especificar,Não Informada,Não,JF
74340,2025,2,SISU,SISU - GRUPO C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ODONTOLOGIA - 16A,ATIVO,A Especificar,Não Informada,Não,JF
74341,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo B,Grupo B,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ODONTOLOGIA - 16A,ATIVO,A Especificar,Não Informada,Não,JF
